WigleWifi-1.4,appRelease=pi-gadget,model=RaspberryPi,release=1.0,device=Pi,display=,board=,brand=RPi,star=Sol,body=3,subBody=0
MAC,SSID,AuthMode,FirstSeen,Channel,Frequency,RSSI,CurrentLatitude,CurrentLongitude,AltitudeMeters,AccuracyMeters,Type
82:8A:20:5A:FA:73,Resnet,[WPA2],2026-03-02 15:50:52,1,2412,-79,46.04838056,-118.39150828,0,10,WIFI
86:8A:20:5A:FA:73,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:50:52,1,2412,-81,46.04838056,-118.39150828,0,10,WIFI
7E:8A:20:5A:F6:E5,WWU-Guest,[OPEN],2026-03-02 15:50:52,1,2412,-73,46.04838056,-118.39150828,0,10,WIFI
82:8A:20:5A:F6:E5,Resnet,[WPA2],2026-03-02 15:50:52,1,2412,-76,46.04838056,-118.39150828,0,10,WIFI
86:8A:20:5A:F6:E5,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:50:52,1,2412,-74,46.04838056,-118.39150828,0,10,WIFI
7E:8A:20:5A:E9:5C,WWU-Guest,[OPEN],2026-03-02 15:50:52,1,2412,-82,46.04838056,-118.39150828,0,10,WIFI
76:A7:41:F4:59:F6,WWU-Guest,[OPEN],2026-03-02 15:50:52,1,2412,-59,46.04838056,-118.39150828,0,10,WIFI
78:8A:20:5A:F8:46,WWU-HWauth,[OPEN],2026-03-02 15:50:52,1,2412,-43,46.04838056,-118.39150828,0,10,WIFI
86:8A:20:5A:F8:46,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:50:52,1,2412,-44,46.04838056,-118.39150828,0,10,WIFI
7E:8A:20:57:CC:7A,WWU-Guest,[OPEN],2026-03-02 15:50:52,1,2412,-73,46.04838056,-118.39150828,0,10,WIFI
78:8A:20:57:CC:7A,WWU-HWauth,[OPEN],2026-03-02 15:50:52,1,2412,-76,46.04838056,-118.39150828,0,10,WIFI
4C:19:5D:26:13:A8,KushyKhloe,[WPA2],2026-03-02 15:50:52,1,2412,-81,46.04838056,-118.39150828,0,10,WIFI
F6:9F:C2:F7:2C:FC,WWU-Guest,[OPEN],2026-03-02 15:50:52,1,2412,-76,46.04838056,-118.39150828,0,10,WIFI
F0:9F:C2:F7:2C:FC,WWU-HWauth,[OPEN],2026-03-02 15:50:52,1,2412,-75,46.04838056,-118.39150828,0,10,WIFI
FA:9F:C2:F7:2C:FC,Resnet,[WPA2],2026-03-02 15:50:52,1,2412,-71,46.04838056,-118.39150828,0,10,WIFI
FE:9F:C2:F7:2C:FC,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:50:52,1,2412,-76,46.04838056,-118.39150828,0,10,WIFI
78:8A:20:5A:F3:05,WWU-HWauth,[OPEN],2026-03-02 15:50:52,1,2412,-85,46.04838056,-118.39150828,0,10,WIFI
78:8A:20:5A:F6:E5,WWU-HWauth,[OPEN],2026-03-02 15:50:52,1,2412,-83,46.04838056,-118.39150828,0,10,WIFI
70:A7:41:F4:59:F6,WWU-HWauth,[OPEN],2026-03-02 15:50:52,1,2412,-59,46.04838056,-118.39150828,0,10,WIFI
7E:8A:20:5A:F8:46,WWU-Guest,[OPEN],2026-03-02 15:50:52,1,2412,-43,46.04838056,-118.39150828,0,10,WIFI
82:8A:20:5A:F8:46,Resnet,[WPA2],2026-03-02 15:50:52,1,2412,-41,46.04838056,-118.39150828,0,10,WIFI
82:8A:20:57:CC:7A,Resnet,[WPA2],2026-03-02 15:50:52,1,2412,-74,46.04838056,-118.39150828,0,10,WIFI
26:39:F9:7C:C1:59,Goreliy Dranik,[WPA2],2026-03-02 15:50:52,6,2437,-43,46.04838056,-118.39150828,0,10,WIFI
70:A7:41:D4:01:89,,[WPA2],2026-03-02 15:50:52,6,2437,-33,46.04838056,-118.39150828,0,10,WIFI
72:A7:41:94:01:89,Nasral Navas,[WPA3],2026-03-02 15:50:52,6,2437,-33,46.04838056,-118.39150828,0,10,WIFI
78:8A:20:57:C5:CC,WWU-HWauth,[OPEN],2026-03-02 15:50:52,6,2437,-62,46.04838056,-118.39150828,0,10,WIFI
7E:8A:20:57:C5:CC,WWU-Guest,[OPEN],2026-03-02 15:50:52,6,2437,-62,46.04838056,-118.39150828,0,10,WIFI
86:8A:20:57:C5:CC,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:50:52,6,2437,-62,46.04838056,-118.39150828,0,10,WIFI
2A:0B:8B:6E:6F:45,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:50:52,6,2437,-50,46.04838056,-118.39150828,0,10,WIFI
1C:0B:8B:6E:6F:45,WWU-HWauth,[OPEN],2026-03-02 15:50:52,6,2437,-50,46.04838056,-118.39150828,0,10,WIFI
22:0B:8B:6E:6F:45,WWU-Guest,[OPEN],2026-03-02 15:50:52,6,2437,-51,46.04838056,-118.39150828,0,10,WIFI
7E:A7:41:F4:59:F6,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:50:52,1,2412,-58,46.04838056,-118.39150828,0,10,WIFI
22:0B:8B:6E:6F:45,WWU-Guest,[OPEN],2026-03-02 15:51:01,6,2437,-50,46.04838056,-118.39150828,0,10,WIFI
FE:9F:C2:F7:2C:FC,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:51:01,1,2412,-75,46.04838056,-118.39150828,0,10,WIFI
7E:8A:20:5A:FA:73,WWU-Guest,[OPEN],2026-03-02 15:51:01,1,2412,-74,46.04838056,-118.39150828,0,10,WIFI
86:8A:20:5A:FA:73,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:51:01,1,2412,-79,46.04838056,-118.39150828,0,10,WIFI
86:8A:20:5A:F6:E5,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:51:01,1,2412,-73,46.04838056,-118.39150828,0,10,WIFI
86:8A:20:5A:E9:5C,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:51:01,1,2412,-83,46.04838056,-118.39150828,0,10,WIFI
70:A7:41:F4:59:F6,WWU-HWauth,[OPEN],2026-03-02 15:51:01,1,2412,-59,46.04838056,-118.39150828,0,10,WIFI
78:8A:20:5A:F8:46,WWU-HWauth,[OPEN],2026-03-02 15:51:01,1,2412,-43,46.04838056,-118.39150828,0,10,WIFI
86:8A:20:5A:F8:46,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:51:01,1,2412,-44,46.04838056,-118.39150828,0,10,WIFI
7E:8A:20:57:CC:7A,WWU-Guest,[OPEN],2026-03-02 15:51:01,1,2412,-75,46.04838056,-118.39150828,0,10,WIFI
78:8A:20:57:CC:7A,WWU-HWauth,[OPEN],2026-03-02 15:51:01,1,2412,-75,46.04838056,-118.39150828,0,10,WIFI
86:8A:20:57:CC:7A,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:51:01,1,2412,-75,46.04838056,-118.39150828,0,10,WIFI
86:8A:20:5A:F6:DF,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:51:01,1,2412,-77,46.04838056,-118.39150828,0,10,WIFI
FA:E2:C6:D2:8C:1A,WWU-Guest,[OPEN],2026-03-02 15:51:01,1,2412,-70,46.04838056,-118.39150828,0,10,WIFI
FE:E2:C6:D2:8C:1A,Resnet,[WPA2],2026-03-02 15:51:01,1,2412,-80,46.04838056,-118.39150828,0,10,WIFI
F6:9F:C2:F7:2C:FC,WWU-Guest,[OPEN],2026-03-02 15:51:01,1,2412,-76,46.04838056,-118.39150828,0,10,WIFI
F0:9F:C2:F7:2C:FC,WWU-HWauth,[OPEN],2026-03-02 15:51:01,1,2412,-74,46.04838056,-118.39150828,0,10,WIFI
FA:9F:C2:F7:2C:FC,Resnet,[WPA2],2026-03-02 15:51:01,1,2412,-72,46.04838056,-118.39150828,0,10,WIFI
78:8A:20:5A:F3:05,WWU-HWauth,[OPEN],2026-03-02 15:51:01,1,2412,-80,46.04838056,-118.39150828,0,10,WIFI
82:8A:20:5A:F6:E5,Resnet,[WPA2],2026-03-02 15:51:01,1,2412,-75,46.04838056,-118.39150828,0,10,WIFI
76:A7:41:F4:59:F6,WWU-Guest,[OPEN],2026-03-02 15:51:01,1,2412,-60,46.04838056,-118.39150828,0,10,WIFI
7E:A7:41:F4:59:F6,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:51:01,1,2412,-56,46.04838056,-118.39150828,0,10,WIFI
78:8A:20:5A:FA:73,WWU-HWauth,[OPEN],2026-03-02 15:51:01,1,2412,-77,46.04838056,-118.39150828,0,10,WIFI
78:8A:20:5A:F6:E5,WWU-HWauth,[OPEN],2026-03-02 15:51:01,1,2412,-72,46.04838056,-118.39150828,0,10,WIFI
7E:8A:20:5A:F6:E5,WWU-Guest,[OPEN],2026-03-02 15:51:01,1,2412,-74,46.04838056,-118.39150828,0,10,WIFI
7E:8A:20:5A:E9:5C,WWU-Guest,[OPEN],2026-03-02 15:51:01,1,2412,-78,46.04838056,-118.39150828,0,10,WIFI
78:8A:20:5A:E9:5C,WWU-HWauth,[OPEN],2026-03-02 15:51:01,1,2412,-81,46.04838056,-118.39150828,0,10,WIFI
7E:8A:20:5A:F8:46,WWU-Guest,[OPEN],2026-03-02 15:51:01,1,2412,-44,46.04838056,-118.39150828,0,10,WIFI
82:8A:20:5A:F8:46,Resnet,[WPA2],2026-03-02 15:51:01,1,2412,-42,46.04838056,-118.39150828,0,10,WIFI
4C:19:5D:26:13:A8,KushyKhloe,[WPA2],2026-03-02 15:51:01,1,2412,-85,46.04838056,-118.39150828,0,10,WIFI
70:A7:41:D4:01:89,,[WPA2],2026-03-02 15:51:01,6,2437,-32,46.04838056,-118.39150828,0,10,WIFI
72:A7:41:94:01:89,Nasral Navas,[WPA3],2026-03-02 15:51:01,6,2437,-33,46.04838056,-118.39150828,0,10,WIFI
78:8A:20:57:C5:CC,WWU-HWauth,[OPEN],2026-03-02 15:51:01,6,2437,-60,46.04838056,-118.39150828,0,10,WIFI
26:39:F9:7C:C1:59,Goreliy Dranik,[WPA2],2026-03-02 15:51:01,6,2437,-42,46.04838056,-118.39150828,0,10,WIFI
7E:8A:20:57:C5:CC,WWU-Guest,[OPEN],2026-03-02 15:51:01,6,2437,-61,46.04838056,-118.39150828,0,10,WIFI
86:8A:20:57:C5:CC,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:51:01,6,2437,-61,46.04838056,-118.39150828,0,10,WIFI
1C:0B:8B:6E:6F:45,WWU-HWauth,[OPEN],2026-03-02 15:51:01,6,2437,-59,46.04838056,-118.39150828,0,10,WIFI
2A:0B:8B:6E:6F:45,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:51:01,6,2437,-49,46.04838056,-118.39150828,0,10,WIFI
78:8A:20:5A:F1:00,WWU-HWauth,[OPEN],2026-03-02 15:51:01,6,2437,-86,46.04838056,-118.39150828,0,10,WIFI
02:E2:C6:D2:8C:1A,WWU-HWAuth-PSK,[WPA2],2026-03-02 15:51:01,1,2412,-82,46.04838056,-118.39150828,0,10,WIFI
